trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,FYLD,NDVI,LODG,PLTHT,CHL,ANGBR,STMDI,PPSTD
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1346P0023_1352,TMS18F1346P0023,1352,15,,1,15,2,5,15.4,0.85,0,76,44,74.63,15.788,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1353,IITA-TMS-IBA000070,1353,15,1,1,15,3,9,32.68,0.9,2,101,51.13,76.19,22.152,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1335P0021_1354,TMS18F1335P0021,1354,15,,1,15,4,8,36.28,0.85,1,130.4,51.8,76.25,18.272,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS181313P0053_1355,TMS18F1313P0053,1355,15,,1,15,5,9,36.51,0.87,0,134,48.67,75.9,24.23,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1175P0053_1356,TMS18F1175P0053,1356,15,,1,15,6,8,25.4,0.84,0,90,44.03,70.55,18.992,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1208P0007_1357,TMS18F1208P0007,1357,15,,1,15,7,9,33.81,0.86,0,90,46.63,71.15,21.538,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1306P0127_1358,TMS18F1306P0127,1358,15,,1,15,8,,,,,,,,,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0198_1359,TMS18F1344P0198,1359,15,,1,15,9,9,25.89,0.86,3,83,45.13,73.15,17.152,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1349P0123_1360,TMS18F1349P0123,1360,15,,1,15,10,7,25.39,0.9,2,110,54.7,78.04,19.342,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0016_1361,TMS18F1318P0016,1361,15,,1,15,11,1,5.87,0.83,0,,,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1331P0013_1362,TMS18F1331P0013,1362,15,,1,15,12,7,20.79,0.85,3,121,47.03,67.74,24.426,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1363,IITA-TMS-IBA30572,1363,15,1,1,15,13,4,10.33,0.79,4,104,44.27,44.45,20.388,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0140_1364,TMS18F1280P0140,1364,15,,1,15,14,7,30.2,0.86,0,90.6,47.53,77.74,17.676,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS181447P0078_1365,TMS18F1447P0078,1365,15,,1,15,15,2,4.8,0.86,3,63,52.53,74.13,20.79,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0034_1366,TMS18F1217P0034,1366,15,,1,15,16,9,32.28,0.86,1,133.2,43.8,65.68,24.05,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1389P0031_1367,TMS18F1389P0031,1367,15,,1,15,17,5,10.8,0.83,1,102,45.87,76.73,18.404,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1092P0016_1368,TMS18F1092P0016,1368,15,,1,15,18,4,7.33,0.87,3,,45.87,89.74,25.6,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1025P0041_1369,TMS18F1025P0041,1369,15,,1,15,19,7,24.43,0.84,3,93,44.3,78.24,19.71,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1355p0025_1370,TMS18F1355p0025,1370,15,,1,15,20,9,45.25,0.88,0,130.4,49.87,80.43,19.688,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0038_1371,TMS18F1350P0038,1371,15,,1,15,21,9,34.8,0.85,0,108,44.67,83.25,19.592,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1355P0089_1372,TMS18F1355P0089,1372,15,,1,15,22,,,,,,,,11.596,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0151_1373,TMS18F1310P0151,1373,15,,1,15,23,9,27.53,0.88,3,136,53.7,0,17.65,5
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1374,IITA-TMS-IBA980581,1374,15,1,1,15,24,8,29.33,0.85,2,137,41.27,73.42,28.462,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1081P0014_1375,TMS18F1081P0014,1375,15,,1,15,25,7,17.59,0.83,1,116,47.97,0,22.776,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1447P0002_1376,TMS18F1447P0002,1376,16,,1,16,25,7,28.27,0.81,2,119.6,46.97,87.4,22.438,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0032_1377,TMS18F1320P0032,1377,16,,1,16,24,3,10.88,0.78,0,,48.47,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1372P0001_1378,TMS18F1372P0001,1378,16,,1,16,23,7,15.6,0.82,0,84,45.1,49.49,18.352,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1562P0026_1379,TMS18F1562P0026,1379,16,,1,16,22,6,30.8,0.89,0,130,47.37,84.64,23.782,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1296P0071_1380,TMS18F1296P0071,1380,16,,1,16,21,5,15.13,0.86,5,118,50.03,70.04,24.846,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0200_1381,TMS18F1324P0200,1381,16,,1,16,20,5,18.49,0.85,0,112.4,46.7,93.74,25.302,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1562P0025_1382,TMS18F1562P0025,1382,16,,1,16,19,8,3.67,0.87,7,107,45.43,77.71,21.184,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1364P0027_1383,TMS18F1364P0027,1383,16,,1,16,18,3,8.93,0.87,5,108,50.93,90.64,25.71,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1349P0126_1384,TMS18F1349P0126,1384,16,,1,16,17,7,36.93,0.84,0,127,50.3,79.95,20.512,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1361P0018_1385,TMS18F1361P0018,1385,16,,1,16,16,7,33.88,0.86,1,113,47.57,77.35,22.842,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0066_1386,TMS18F1076P0066,1386,16,,1,16,15,3,15.73,0.86,0,,47.67,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0133_1387,TMS18F1344P0133,1387,16,,1,16,14,5,21.27,0.86,2,96.6,49.5,79.6,21.236,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0086_1388,TMS18F1320P0086,1388,16,,1,16,13,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1178P0046_1389,TMS18F1178P0046,1389,16,,1,16,12,5,19.77,0.84,0,98.4,51.47,0,17.878,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1390,IITA-TMS-IBA982101,1390,16,1,1,16,11,9,28.01,0.85,0,97,40.57,79.89,20.884,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1306P0135_1391,TMS18F1306P0135,1391,16,,1,16,10,2,12.93,0.9,0,,49.53,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0075_1392,TMS18F1217P0075,1392,16,,1,16,9,4,14.4,0.88,0,,49.63,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0003_1393,TMS18F1324P0003,1393,16,,1,16,8,8,28.04,0.85,0,83,49.83,79.36,13.842,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1396P0017_1394,TMS18F1396P0017,1394,16,,1,16,7,8,36.48,0.86,5,116,49.03,87.6,22.26,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1353P0038_1395,TMS18F1353P0038,1395,16,,1,16,6,8,27.2,0.87,0,101.4,52.03,0,18.074,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1396,TMEB419,1396,16,1,1,16,5,5,15.24,0.88,3,102,53.13,0,18.828,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1478P0047_1397,TMS18F1478P0047,1397,16,,1,16,4,9,38.29,0.86,1,105,50.83,15.1,19.236,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1481P0015_1398,TMS18F1481P0015,1398,16,,1,16,3,,,0.8,0,,41.97,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0067_1399,TMS18F1338P0067,1399,16,,1,16,2,5,20.93,0.87,1,82.8,49.37,68.92,19.584,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS181258P0156_1400,TMS18F1258P0156,1400,16,,1,16,1,8,46.27,0.87,1,97,51.87,72.52,21.706,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1047P0046_1401,TMS18F1047P0046,1401,17,,1,17,1,8,27.27,0.85,0,84,53.03,68.73,18.446,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1335P0001_1402,TMS18F1335P0001,1402,17,,1,17,2,6,23.75,0.86,2,95,45.87,87.8,19.982,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1040P0032_1403,TMS18F1040P0032,1403,17,,1,17,3,6,19.47,0.87,3,108,46.77,97.29,22.566,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1342P0017_1404,TMS18F1342P0017,1404,17,,1,17,4,7,22.57,0.89,0,70.4,46.03,0,14.318,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1314P0026_1405,TMS18F1314P0026,1405,17,,1,17,5,6,18.53,0.85,0,99,54.13,104.6,22.148,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1165P0018_1406,TMS18F1165P0018,1406,17,,1,17,6,8,31.43,0.86,0,82,50,73.89,15.666,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1407,TMEB419,1407,17,1,1,17,7,9,31.16,0.79,3,94,53,0,17.192,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1327P0013_1408,TMS18F1327P0013,1408,17,,1,17,8,9,22.71,0.78,0,77.4,42.67,77.06,17.73,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1349P0149_1409,TMS18F1349P0149,1409,17,,1,17,9,9,23.33,0.84,2,100,44.47,80.07,22.828,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1410,IITA-TMS-IBA30572,1410,17,1,1,17,10,6,18.87,0.85,1,98.4,46.2,94.79,23.172,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1051P0063_1411,TMS18F1051P0063,1411,17,,1,17,11,8,25.11,0.87,0,100,46.37,72.26,20.678,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1369P0010_1412,TMS18F1369P0010,1412,17,,1,17,12,4,5.91,0.85,2,75,43.23,79.96,23.042,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1221P0053_1413,TMS18F1221P0053,1413,17,,1,17,13,8,35.8,0.82,0,88,40.3,75.57,18.2,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1355P0120_1414,TMS18F1355P0120,1414,17,,1,17,14,3,4.44,0.89,0,,,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1308P0114_1415,TMS18F1308P0114,1415,17,,1,17,15,3,10.03,0.84,2,,46.23,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1127P0010_1416,TMS18F1127P0010,1416,17,,1,17,16,9,31.4,0.87,1,135,49.73,72.78,21.544,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0093_1417,TMS18F1324P0093,1417,17,,1,17,17,7,16.2,0.75,0,121,49.13,81.14,20.22,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1418,IITA-TMS-IBA982101,1418,17,1,1,17,18,9,29.47,0.81,1,117,40,81.42,24.716,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1337P0044_1419,TMS18F1337P0044,1419,17,,1,17,19,9,34.27,0.89,0,106.4,47.03,64.61,15.214,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0099_1420,TMS18F1338P0099,1420,17,,1,17,20,8,29.87,0.81,0,121,47.9,77.45,24.336,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348p0039_1421,TMS18F1348P0039,1421,17,,1,17,21,8,36.93,0.84,1,111,46.83,74.07,21.896,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0091_1422,TMS18F1350P0091,1422,17,,1,17,22,7,7.6,0.86,1,86,39.2,78.04,21.774,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1107P0020_1423,TMS18F1107P0020,1423,17,,1,17,23,7,20.27,0.88,1,163,51.07,72.67,22.004,4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1371P0001_1424,TMS18F1371P0001,1424,17,,1,17,24,8,16.4,0.84,4,120,47.1,90.35,20.288,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1303P0027_1425,TMS18F1303P0027,1425,17,,1,17,25,6,33.2,0.89,0,138,47.67,87.59,24.532,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1469P0062_1426,TMS18F1469P0062,1426,18,,1,18,25,8,50.64,0.9,2,136.4,47.67,0,20.126,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1333p0013_1427,TMS18F1333p0013,1427,18,,1,18,24,9,27.61,0.83,1,100,48.5,74.51,19.338,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0057_1428,TMS18F1280P0057,1428,18,,1,18,23,8,13.13,0.85,4,124,46,79.35,23.958,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1309P0074_1429,TMS18F1309P0074,1429,18,,1,18,22,8,36.31,0.86,1,117,49,16.65,18.952,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1395P0055_1430,TMS18F1395P0055,1430,18,,1,18,21,9,26.4,0.88,3,124,47.13,72.38,21.318,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1447P0045_1431,TMS18F1447P0045,1431,18,,1,18,20,7,10.47,0.89,3,146.2,48.6,81.64,20.202,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0112_1432,TMS18F1076P0112,1432,18,,1,18,19,9,18.93,0.91,1,148,50.23,92.85,19.654,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1055P0044_1433,TMS18F1055P0044,1433,18,,1,18,18,8,17.8,0.87,5,181,49.9,76.44,22.014,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1506P0018_1434,TMS18F1506P0018,1434,18,,1,18,17,9,24.16,0.87,0,147.4,43.03,83.07,22.222,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1435,IITA-TMS-IBA980581,1435,18,1,1,18,16,9,24.53,0.86,3,140,40.8,76.3,24.146,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1295P0034_1436,TMS18F1295P0034,1436,18,,1,18,15,3,8.07,0.81,1,,46.13,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1302P0018_1437,TMS18F1302P0018,1437,18,,1,18,14,5,9.53,0.84,1,84.4,46.13,70.07,14.606,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1132P0083_1438,TMS18F1132P0083,1438,18,,1,18,13,5,19.2,0.89,0,89,47.87,83.74,20.6,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1476P0047_1439,TMS18F1476P0047,1439,18,,1,18,12,9,29,0.86,0,106,45.03,74.56,19.712,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1048P0023_1440,TMS18F1048P0023,1440,18,,1,18,11,5,10.33,0.88,4,102,49.03,70.5,23.868,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1391P0004_1441,TMS18F1391P0004,1441,18,,1,18,10,8,44.2,0.88,0,84,48.47,41.36,17.476,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0089_1442,TMS18F1324P0089,1442,18,,1,18,9,8,23.33,0.85,0,75.4,49.8,0,16.698,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1443,IITA-TMS-IBA000070,1443,18,1,1,18,8,9,53.47,0.89,1,88.2,52.63,74.86,19.522,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1395P0038_1444,TMS18F1395P0038,1444,18,,1,18,7,2,16.4,0.87,0,,,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1395P0010_1445,TMS18F1395P0010,1445,18,,1,18,6,9,60.53,0.87,2,133,42.9,0,20.954,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1138P0035_1446,TMS18F1138P0035,1446,18,,1,18,5,4,11.4,0.73,1,,43.77,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1306P0149_1447,TMS18F1306P0149,1447,18,,1,18,4,6,7.27,0.8,6,115,43.23,77.95,19.088,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0136_1448,TMS18F1280P0136,1448,18,,1,18,3,3,5.49,0.81,1,,43.7,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1160P0004_1449,TMS13F1160P0004,1449,18,,1,18,2,4,14.76,0.87,2,,49.37,,,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-NR130124_1450,NR130124,1450,18,1,1,18,1,9,30.72,0.88,0,89,47.5,74.8,21.432,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1307P0016_1451,TMS13F1307P0016,1451,19,,1,19,1,4,15.24,0.76,1,75,45.3,77.24,19.824,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1020P0001_1452,TMS13F1020P0001,1452,19,,1,19,2,5,6.81,0.9,3,71,46.4,68.98,21.046,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1343P0022_1453,TMS13F1343P0022,1453,19,,1,19,3,9,28.53,0.87,1,87.6,45.7,74.29,18.032,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1454,IITA-TMS-IBA000070,1454,19,1,1,19,4,7,32.57,0.9,1,81,50.23,73.59,17.464,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1343P0044_1455,TMS13F1343P0044,1455,19,,1,19,5,8,31.12,0.87,0,82,46.67,0,16.26,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1334P0003_1456,TMS18F1334P0003,1456,19,,1,19,6,8,34.67,0.88,0,83,49.83,80.69,18.722,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0054_1457,TMS18F1318P0054,1457,19,,1,19,7,8,25.28,0.89,1,107,49.77,39.46,21.198,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323P0041_1458,TMS18F1323P0041,1458,19,,1,19,8,9,26.93,0.89,0,94,50.13,70.71,17.386,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1329P0011_1459,TMS18F1329P0011,1459,19,,1,19,9,6,22.31,0.88,2,81,48.57,50.66,17.112,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1225P0030_1460,TMS18F1225P0030,1460,19,,1,19,10,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1461,IITA-TMS-IBA30572,1461,19,1,1,19,11,6,31,0.87,2,97.4,46.63,86.89,22.338,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1152P0003_1462,TMS18F1152P0003,1462,19,,1,19,12,5,13.51,0.87,3,71,52.3,71.54,18.512,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1038P0010_1463,TMS18F1038P0010,1463,19,,1,19,13,5,18.87,0.87,2,72,47.47,78.48,13.852,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1044P0013_1464,TMS18F1044P0013,1464,19,,1,19,14,6,18.71,0.84,5,97,44.97,73.03,21.65,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1047p0012_1465,TMS18F1047p0012,1465,19,,1,19,15,5,18.8,0.87,1,99,46.77,84.5,19.82,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1178P0010_1466,TMS18F1178P0010,1466,19,,1,19,16,9,44.2,0.9,0,143.4,48.63,85.11,19.668,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0046_1467,TMS18F1324P0046,1467,19,,1,19,17,7,21.89,0.87,0,125,48.03,86.79,20.024,3
